F3,F4,C3,Cz,C4,P3,P4,accX,accY,accZ,label
-1.528722098,-0.06866535845,-0.759603751,-0.5926936255,-1.275365024,-0.3195576065,8.069011907,50.6875,791.6875,-482.625,0
-0.4488886774,-1.638311217,-0.518434093,-0.4074249724,-0.148600331,0.990066136,-10.76356556,19.875,792.9375,-479.25,0
0.1923466691,0.5213870243,1.719797303,-0.2023182797,1.240867139,0.2110025708,5.239840622,15.5625,790.4375,-486.8125,0
0.9205874628,1.021799888,-1.777116019,-0.2183325578,-1.366663426,-1.83236475,-7.917288696,31.3125,779.875,-497.625,0
0.6446059402,1.036116734,0.7156989776,1.581371495,0.9698199873,1.483890623,23.77522218,61.75,789.9375,-480.125,0
-0.1288892088,-1.028372689,1.592993276,-0.2559272537,0.03692335054,-1.393118664,-26.24690486,44.75,783.8125,-491.1875,0
0.5165089995,0.807618446,-0.6008012714,0.8890691456,0.919403314,2.043240439,10.37588941,24.8125,790.0625,-486.875,0
-1.824661987,-1.401552388,-0.8422632459,-1.614161219,-1.067385322,-0.6179796229,-0.6211689641,7.5,780.1875,-498.5625,0
4.04443426,2.693872308,2.963757893,2.738299724,1.773367528,2.078003831,5.940447206,20.4375,793.625,-481.875,1
-2.242245072,-1.225220086,-2.459310195,-2.281160929,-2.096605274,-3.173640023,-8.971631885,7.5625,794.8125,-480.625,1
-1.105546521,-0.8699982456,-0.517654792,0.1494939149,0.678572071,1.262814032,2.350854493,1.5625,789.8125,-487.5,1
-1.008068948,-0.6441105478,-0.1148597661,-1.37081304,-1.807453401,-0.8301125931,-1.159073603,0.8125,788.6875,-489.5,1
0.833619894,-0.6120674198,1.291845999,2.425816153,2.283121242,2.316779687,2.843165439,8.75,786.75,-493.375,1
-0.3209932775,0.9653374509,-2.940278445,-3.072308507,-2.177819132,-4.469557368,-3.523144182,8.875,789.5,-490,1
1.753158263,2.04303955,3.58156037,3.677820553,2.006853521,5.230003082,1.754715713,12.25,782.3125,-497.25,1
0.8327402561,-0.2156450885,-1.062111817,-1.119633846,0.3102671817,-2.625507039,-0.2445714544,6.0625,782.375,-497.9375,1
-3.659540406,-2.969626261,-2.153535989,-1.848393198,-2.472255702,-0.007322905743,-1.547559103,11,778.5625,-499,1
0.05851383105,-0.3626709049,1.350450479,0.2057498945,0.5292077932,-0.9456187125,0.8616773275,14.3125,779.1875,-500.1875,1
1.558410652,1.122953371,0.1802830748,0.9492505677,0.7142351297,1.522928577,1.216243591,12,774.4375,-502.875,1
1.565283223,1.528496911,1.322837609,1.371745602,1.598542244,0.695528777,-0.6741589092,8.5625,774.375,-504.3125,1
-2.003068428,-0.8755423464,-1.808470128,-1.323017476,-1.438590965,-0.9314353262,2.243091962,8.1875,773.125,-504.6875,1
0.9829373145,-1.44697842,0.2225220296,0.3337742366,0.3461501951,-0.01224354674,-0.7121696059,13.625,772.4375,-504.625,1
-0.7582901223,2.14691296,0.3711315714,-0.5752572465,0.1618299753,-0.6902752764,0.8711456043,13.5,760.9375,-520.625,1
0.7866234013,-0.9573533015,-0.2811757755,0.2460168049,-0.1076989467,0.7539410831,-3.255940183,12.6875,762.9375,-519.875,1
-0.9994932646,0.07074206914,-0.3933113315,0.2406310483,-1.249676714,0.5267087411,1.831670285,14.875,765.3125,-515.5,1
-0.7185890591,-1.552934215,-1.050140914,-2.336935733,-0.7549492997,-2.312303625,-2.561937218,13.75,766.625,-513.4375,1
0.5462448289,1.68794231,1.451590346,1.667915651,1.447075313,1.645244188,4.631716255,12.3125,765.6875,-514.25,1
3.578598712,2.422117612,1.769326042,2.374759784,2.310224921,1.053469059,-2.985323719,12.1875,762.3125,-517.5,1
-4.953838054,-4.331176148,-2.539707459,-3.500228517,-2.807140734,-2.22978453,1.401150893,5.75,753,-533.1875,1
2.654113242,4.501195476,2.33773256,2.498838851,0.8983614218,2.096975452,0.03861075421,6.9375,753.8125,-532.625,1
0.2627232288,-2.688542843,-1.350703681,-0.7291178638,0.3424454895,-0.3308345138,0.6537261279,4.3125,757,-525.5,1
-1.042710316,1.047976992,0.7212778491,-0.06881384418,-0.3539704977,-1.200802186,-2.911974977,7.0625,757.5625,-526.9375,1
0.3804853199,-1.099391379,-1.313888753,0.1680050649,0.2899091784,0.3741539277,3.391324702,11,753.0625,-532.8125,1
-0.9973459818,-0.2489793636,0.6998786052,-1.234833389,-1.27420761,-0.463895443,-3.305443567,11,754.125,-531.375,1
0.9920302824,1.021263051,-0.6708372749,1.249397751,1.265309114,0.8831893163,1.946478485,8.8125,759.375,-523.125,1
0.3425328503,-1.470712173,1.69339621,0.1909250559,-0.1238651733,1.260563214,0.5795746552,11.8125,760.25,-522.75,1
-0.7359073221,1.618061281,-1.373843272,-0.1411615502,0.5450172428,-1.554477331,-0.3423994935,10.75,758.25,-527.1875,1
0.05535536179,-1.64354785,-0.2923367349,-1.376890796,-1.254412506,0.1686318771,-2.887174737,13.5,755.5,-529.3125,2
-1.004659678,0.8540966811,0.5745614134,0.2217921006,0.00506765006,-0.1223490553,1.034591535,8.3125,757.4375,-528.0625,2
2.022874469,0.4813830893,0.9365709245,2.127262524,1.854497399,1.791104861,3.718144973,13.375,761.0625,-519,2
-0.9923289357,-2.247400408,-0.8636238747,-1.264593155,-1.962138569,-1.122588834,-3.399370458,30.3125,760,-520.875,2
2.501959654,3.574826533,3.164989351,2.682820044,2.953169756,2.378234904,1.813690439,32.25,754.75,-530.125,2
-2.415336076,-1.528803676,-3.531208879,-2.840645773,-2.437916503,-3.080124547,-0.5366327616,27.875,764.25,-517.25,2
4.257318143,3.882838031,2.828866764,2.081787532,2.471144866,0.6538102907,-0.603886957,26.8125,764.5,-516.125,2
-3.570455287,-3.43743231,-1.773316429,-0.6702791953,-1.023910831,0.8481075241,2.270564233,7.0625,766.125,-515,2
-2.235964791,-2.1055489,-2.497493898,-3.170370854,-4.292679373,-3.128410561,-7.424617175,12,763.875,-517.3125,2
3.464615092,3.698785484,4.346269934,4.081826584,5.564316041,3.939428322,8.868761815,14.375,762.625,-517.125,2
-1.15285188,-1.686407773,-2.476425655,-2.340267927,-1.929394196,-2.431272541,-4.791471683,18.5,761.1875,-520.875,2
1.964610887,3.004834889,3.782743989,3.680692756,1.700425065,3.709317732,4.171125112,9.5,768,-512.375,2
-6.976636575,-8.503278323,-8.303349142,-7.980524723,-6.881475496,-7.517019986,-6.878204916,6.5,769.75,-509.4375,2
5.138539728,6.883799396,4.747718945,4.735573099,4.574731208,5.135405698,4.466024667,30.625,759.75,-523.4375,2
0.1302489725,-1.153237545,0.9828805369,0.5803590576,1.032203788,0.2518871577,-2.098160579,28.4375,746.125,-543.5,2
-2.431081972,-1.479068001,-2.052246683,-1.823860695,-2.521426563,-2.970383661,4.880463603,30.125,744.8125,-545.75,2
1.753566739,0.7806707339,0.7847769656,0.5898987834,0.8732795202,0.7568941726,-7.011515647,18,744.25,-548.9375,2
2.679560994,2.328139387,1.582089131,2.953515579,2.902997059,3.415659145,10.9921782,14.5625,744.75,-546.6875,2
-2.680143397,-0.5816159057,-0.9631420024,-1.503041234,-2.114509216,-2.483751563,-8.685975134,33.25,744.9375,-543.875,2
-1.395616938,-3.296404213,-1.20972796,-2.661093213,-1.006794003,-0.08399391493,0.4917341329,18.6875,749.1875,-542,0
1.88764602,2.419855021,1.453644957,2.203387077,1.062161425,-0.2870911644,1.215647044,14.1875,743.9375,-547.125,0
-1.168927017,-1.301708965,-0.7202131071,-0.4705098662,-0.4098271317,1.717081418,2.617393456,5.9375,756.0625,-530.25,0
-0.6770957348,-0.2072347052,-0.8778656039,-1.027475367,-0.4621513535,-0.7742102926,-2.478921747,14.25,751.125,-537.5625,0
2.395306571,2.68919967,2.204062025,3.185958149,2.072668762,0.2289220376,2.7634091,19,753.0625,-534.75,0
-1.476253382,-3.184543011,-1.688587672,-2.716832229,-2.009506975,-0.6374738391,-5.109152181,17.5625,752.1875,-533.125,0
0.09644600303,0.8238549103,0.2400254192,0.2857797458,0.3024372666,-0.8718761119,4.356909645,21.125,751.5,-535.25,0
-1.414748841,0.07996352453,-2.618587631,-1.126114341,-1.64403379,-0.7957534307,-6.921451056,32.0625,756.5625,-527.6875,0
2.18394218,0.541061187,4.813960064,2.666429998,3.515704576,3.477481324,6.673304399,38.625,750.625,-536.125,0
-0.9980284656,-0.9337067819,-3.257110066,-1.585102298,-1.949216339,-2.658531503,-2.534850649,29.6875,744,-547.0625,0
-1.38187043,-0.6586152538,2.081125588,-0.4700299279,-0.2686631919,1.694989445,-1.309814672,31.3125,748.5,-541.25,0
1.375595353,-0.2919980808,-2.095227223,-0.2325166392,-0.6680913993,-1.187076986,4.736693008,41.25,749.5625,-537.75,0
-0.9987371811,0.9885561667,-0.4347817445,0.06129762088,-0.04340753119,-0.4006436663,-5.577536415,60,752.625,-529.3125,0
3.589516274,2.949758485,4.258959733,2.83594259,3.075322676,2.786002063,6.309342741,46.8125,758.0625,-519.6875,0
-2.991522563,-1.968699031,-3.768593728,-3.851719181,-3.353277643,-2.829234126,-6.93796774,37.0625,760.625,-521.9375,0
1.536108955,-0.2724111264,2.396615436,2.772547705,1.632242513,0.3313968314,5.174337694,39.25,757.625,-523.75,0
-2.726610322,-0.5268089239,-2.364518378,-0.335913764,0.1176966317,2.12294782,-1.712647529,36.5625,763.9375,-513.625,0
2.7381197,0.03269218632,2.085317294,-0.980285019,-0.9054282278,-1.825416378,-0.1848002814,15.6875,754.5,-529.0625,0
-1.226310373,-2.373964273,-1.61006409,-1.143148458,0.3974541932,-0.003109350985,-0.8777553091,20.875,753.1875,-534.9375,0
-0.7321835974,3.638237757,0.525155501,1.93662408,-0.2211697292,0.1357649913,1.667937272,9.625,747.125,-543.4375,0
3.291722671,1.171641695,1.641336753,1.763597014,2.182884005,2.014903811,2.693361551,28.9375,758.3125,-523.1875,2
-3.008544636,-3.283415932,-2.344016873,-2.814977808,-3.010955634,-3.392779862,-5.406196131,9.25,753.5,-537,2
1.73811724,2.072947472,0.8397836319,0.6685718325,2.725263547,1.963429314,0.3020169928,8.125,758.5625,-527.25,2
-2.032755966,-1.099395408,0.4618914179,-0.3478719487,-1.718903364,-1.048201989,2.861238519,21.6875,746.625,-544.125,2
1.127838892,0.502061065,-1.800353112,-0.06465037026,1.473145902,-0.9974157403,-3.117481238,18.125,749.5625,-540,2
-1.798804377,-3.215665731,0.447362106,-0.623310993,-4.24180298,1.59110684,0.7429704881,19.625,756.875,-525.0625,2
3.11537668,4.90660592,1.944609811,1.231050238,5.213156137,1.0222136,2.113601914,38.0625,739.3125,-555.1875,2
-2.70674275,-3.895451435,-3.04956591,-1.663995808,-3.965761735,-2.407967069,-5.781033304,30.5625,750.125,-538.0625,2
2.534583239,2.289395007,2.620290729,1.360439741,2.609248162,0.9121307795,7.645334403,26.5,755,-527.9375,2
-2.254565587,-0.9689665003,-1.291781122,0.5332043198,-1.246763538,0.6341885379,-3.06764691,36.3125,759.1875,-520.6875,2
0.5143737184,0.0954036466,0.06469446427,-1.086014799,0.1290807531,-0.8884489892,-1.256364891,25.9375,752.9375,-533.3125,2
2.254233735,2.463349746,2.393978324,2.608843351,2.138352838,2.231416076,3.601085346,16.0625,753.8125,-532.375,2
-1.824362783,-2.513361827,-2.861525776,-3.094903948,-1.92069353,-2.888854491,-4.54978611,16.4375,755.5625,-527.9375,2
2.399447095,2.298996609,2.654244903,3.340934158,1.342134774,3.699353976,6.492988057,20.5625,765.625,-517.25,2
-2.965480576,-3.249238326,-2.466368539,-3.318556368,-2.172982539,-2.720714573,-6.511905276,32,761.8125,-519.75,2
1.253682956,2.451071406,0.455206982,1.552647349,1.298148271,-0.4190871762,1.51975369,18.625,759.375,-525.4375,2
-0.97945614,-0.5610307438,0.8765727805,-0.1844244909,0.8968216447,0.534546512,1.480949989,17.875,757.9375,-522.1875,2
0.0510344515,-0.0763919512,-1.959210456,-0.868033289,-1.681515166,-0.9882987132,-1.330954705,15.0625,764.4375,-515.875,2
0.1641624087,-2.45901809,1.542774838,0.5687218015,-0.3913878694,1.992703724,0.946477848,25.0625,779.9375,-495.5,2
-0.3566047827,3.104909536,0.7097281144,0.8628904504,1.547155498,-1.635225617,0.08361056555,32.9375,753,-533.5625,2
3.036654747,0.2112561011,1.108608623,0.01456030915,-0.004338167594,2.451874763,-1.689889279,28.125,760,-522.25,2
-3.768245794,-2.153265288,-2.276951623,-0.9278013096,-0.6448124259,-0.9851266045,-0.2335387635,22.6875,759.875,-524.9375,2
3.694451145,2.725092496,0.397824928,0.3082856141,-0.06717907875,-2.775393654,10.29603278,18.0625,772,-504,2
-1.8252306,-2.062928852,0.7986462315,-0.1227940839,-0.1909077391,2.71192466,-16.90034249,32.6875,752,-532.375,2
0.9933206412,3.805406198,1.252624759,2.059227238,3.39352144,1.252617352,12.74582492,29.5,758,-527.25,2
-5.58053578,-7.625272497,-5.310001816,-4.493918686,-5.81100243,-4.011254467,-6.260880235,19.75,760.9375,-520.9375,2
2.665214994,1.740546078,2.018013917,0.7735084801,1.101601445,1.815488262,3.558047237,14.25,773.875,-506.4375,2
0.8142860095,3.120396839,0.9127772682,2.055720543,2.148328611,0.4606848571,-1.857512908,20.25,774.5625,-503.125,2
-0.6231316381,-1.343599436,-0.292730414,-1.088308483,-0.9336725234,-0.9300586746,-3.372814413,18.8125,751.6875,-538,2
-0.5327634383,-0.5410708063,-0.1817259351,0.009236682588,0.4129794719,0.2754892382,3.089812312,20.4375,756.25,-528.9375,2
2.522209114,2.633335426,2.693798653,1.754514424,0.8876603698,2.995433742,3.548444595,11.1875,767.375,-514.3125,1
-4.037297666,-4.708363063,-5.874853075,-4.697661655,-4.959839492,-6.117015676,-5.600982334,26.375,769.25,-507.8125,1
6.246354801,6.856668058,6.636131755,6.750994686,7.121574496,6.079652331,1.916183969,24.5625,756.6875,-530.5625,1
-3.154657643,-4.395292042,-3.251015486,-4.224926595,-4.243198867,-3.420218567,2.684646007,28.9375,756.6875,-526.1875,2
-0.7436417815,0.2890790592,0.366582402,1.230614572,0.5491935701,-0.03609784167,-3.395260118,40.8125,759.75,-520.25,2
0.3411905202,-0.3961171497,0.1520508419,0.5228298862,0.9515790641,2.834907172,3.152944927,36.8125,764.875,-514.25,2
-2.571542303,-1.599285009,-2.609414854,-3.890509802,-5.176132169,-6.254393264,-4.743296373,26.3125,772.4375,-502.875,2
7.490543743,6.675060294,5.758218134,6.076498134,8.508424178,7.4441246,3.019830827,34.6875,762.125,-519.5,2
-5.036724088,-3.980888558,-3.11987755,-1.81899075,-3.405195664,-2.608730617,2.655999408,39.25,758.1875,-523.125,2
1.531476564,-0.260301939,-0.2485328108,-1.464086156,-0.2027740255,-0.3781059511,-3.57177597,37,762.1875,-516.9375,2
-1.259772466,-0.7388140065,-0.09891238966,0.0228745048,-1.58533713,-0.6896779476,3.428546583,33.25,771.6875,-505.5,2
1.619511995,1.618772894,1.34885838,1.915670226,2.865561271,1.941831968,-3.224236529,31,764.625,-515.75,2
-2.577704291,-0.7431329578,-1.140803373,-2.36843669,-1.583161114,-1.845467372,1.54002584,38.375,762.9375,-519.1875,2
6.790943968,4.91588109,2.968523325,4.022868669,3.224563657,1.561602748,1.316154708,28.3125,768.6875,-510.5625,2
-10.81421396,-11.15146808,-6.876567082,-8.08340917,-8.669114509,-4.079454275,-6.240831334,30.5625,772.25,-504.8125,2
9.135576188,9.417680715,7.301882497,8.682843748,9.764033335,5.896988452,5.519808922,16.375,753.6875,-534.3125,2
-3.550045251,-2.703279287,-3.088318835,-3.901981007,-4.644513921,-2.809476361,-2.417441018,7.6875,752.9375,-532.6875,2
-0.3885056616,-0.01900757585,-0.002093893152,0.1575322085,1.63116733,0.1019387221,4.611603913,11.4375,759.5,-525.3125,2
-5.83757248,-7.368864419,-5.136100428,-5.150193476,-8.080148067,-3.41242566,-8.993449743,17.0625,772.875,-503.3125,1
8.540906176,10.20125745,8.790577815,8.298287396,11.38566116,5.860475314,5.036985533,25.0625,766.3125,-517.625,1
-3.995091443,-5.467353411,-4.767718353,-4.301157808,-5.628853745,-2.558196796,0.3227577569,41.6875,777.0625,-497.1875,1
1.577776572,2.673497017,1.034813931,1.872151895,1.579911427,-0.4482190214,-1.212279884,46.625,759.0625,-521.3125,1
-0.4311268264,-0.5536142721,-0.2996696537,-1.248943804,-0.994470752,0.8292901353,1.222872153,50.9375,756.9375,-521.3125,1
0.7570226454,0.4702790355,0.4959373313,0.4363125054,1.599775526,-0.5196812697,-0.5476447252,46.25,758.9375,-519.9375,1
-0.3876837704,-0.338142975,-0.8229378695,-0.3807088502,-1.542352335,-0.302796468,0.9845660002,43.625,761.0625,-517.9375,1
3.56614446,3.663402976,3.236530131,3.396756876,3.345180814,3.154276021,1.76416944,37.8125,767.9375,-509.875,1
-4.32402894,-5.079213238,-3.011719012,-3.907932499,-3.811642155,-3.573850883,-2.790633044,41.5,772.125,-504.5625,1
1.49725572,3.183529554,0.3205170323,1.953368392,1.979790112,1.167212175,0.5263650492,41.625,777.625,-498.1875,1
-1.203347321,-2.350018136,-0.6124990239,-1.2977701,-1.247557724,-0.5126718216,0.1111787254,36.25,780.5,-497.375,1
-2.413733705,-1.652127286,-0.4845684969,-1.10930092,-0.2602946695,-1.051723011,-2.047286575,35.5,791.6875,-483.25,1
4.393668256,3.628230272,1.260215793,1.806771154,0.8081773504,1.01656493,3.123589238,38.4375,789.75,-487.1875,1
-2.210489175,-2.336640548,-0.7352162225,-0.9874255691,-0.8722104759,-0.372475802,-2.46674139,42.8125,778.75,-496.0625,0
1.353209587,1.131376714,0.354744771,0.8512906529,0.4319104705,0.6005120755,0.2641594042,38,780.9375,-495.6875,0
0.3719169997,0.1040919319,1.648280603,0.2250778228,1.018214048,-0.7423385041,-0.1340171852,40,791,-486.25,0
-3.387716591,-1.918442003,-4.371420865,-1.272777476,-3.308768947,1.034223161,3.194302413,53.75,785.5,-485.5625,0
2.641579446,2.210296567,3.636148205,-0.007008329506,3.019230287,-1.020449032,-4.811671073,45.125,775.5,-500.1875,0
-2.464021887,-1.310136217,-2.136275672,1.376634628,-1.478749203,0.7091289022,0.3455766499,37,776.125,-501,0
3.490008781,2.807855284,2.913946477,-0.8228380868,2.618317073,-0.9419736651,4.74905119,33.375,783.5625,-493.0625,0
-5.196382018,-5.403768633,-5.921529693,-1.719303581,-5.285730756,-0.9712041278,-5.127685161,31.4375,786.375,-487.875,0
6.423270307,5.205296499,6.928693716,1.780689068,5.204454313,2.498973306,3.278683377,51.25,768,-515.5625,0
-5.364177482,-3.605673009,-5.884612105,-0.5097717712,-4.052632616,-1.859781079,-3.664224329,50.1875,802.25,-465.25,0
6.115320105,5.34997934,6.411439819,1.668441053,5.158989285,3.273885935,4.990835648,19,799,-476.8125,0
-8.826342898,-7.235916113,-9.279141801,-3.103438082,-6.369863895,-5.596493652,-4.008675892,41.125,804.875,-462.1875,0
5.749762391,1.806782321,7.106534915,0.9554667193,3.421812429,4.58201545,1.423759523,16.5,794.0625,-484.25,0
-3.353619942,2.277189049,-3.754334087,1.688793467,-0.1838628746,0.4048043689,2.163906998,32.6875,814,-442.4375,0
1.768963622,-1.593728254,4.252937237,-1.203961829,0.5388575771,-2.519316449,-2.264627113,4.5625,777.875,-505.375,0
0.9617896947,0.4893032236,-5.532706282,-1.373795323,-3.692950152,0.7571744335,0.31285523,21.6875,804,-462.5625,0
0.9074228729,0.743258535,7.216153057,3.559293797,6.057184706,1.328232609,-0.9498773337,4,793,-485.875,0
-4.244664463,-2.764624556,-7.747163125,-3.708796501,-6.781241966,-1.562129883,0.6546909408,1.625,794.8125,-477.125,0
5.477326832,3.096387889,7.351892096,3.017132398,7.731051877,1.781688853,-0.6984120156,0.8125,796.75,-478.1875,0
-3.874726582,-0.4884703176,-4.089158066,-0.216794876,-5.201853773,-0.4349598966,1.795625754,12,799.125,-470.6875,0
4.393210967,1.626326918,4.825481604,2.374993816,5.754951041,1.921737611,3.989900649,14.5,791.875,-484,2
-0.9675877571,0.8176366205,-3.142220764,-3.500124445,-2.706212645,-2.062064139,-6.801922983,14.875,793.1875,-481.625,2
-0.7992578012,-1.484616252,0.679431993,1.942378335,0.3710311125,0.6854402167,3.146967976,22.625,787.8125,-486.875,2
2.460076105,1.127550115,1.181788723,-0.5320093945,0.7147339669,1.022966346,5.174127767,35.0625,760.375,-525.625,2
-4.434194678,-3.870733946,-2.445942421,-0.1280156471,-3.838193412,-0.7699146621,-8.662660763,47.25,781.625,-493.0625,2
1.778548843,2.743751623,0.7014764421,-1.281672414,3.417274204,-2.359697928,6.494517888,52.3125,777,-498.3125,2
-2.235831902,-3.366154126,-1.828177156,-0.5287817699,-5.418363309,0.2682027939,-5.514960205,45.1875,773.9375,-502.75,2
4.121264674,4.021908562,1.960443571,0.4782368326,5.022225292,-0.1621765138,4.660045665,42.25,774.6875,-500.875,2
-3.460376435,-3.609844446,-0.9227290382,0.7989526744,-5.228752835,2.139437396,-4.25162222,33.5,775.8125,-501.5,2
2.478542915,1.998218469,1.521977617,0.1376003513,5.889702445,-1.33880312,3.263284867,44.1875,761,-523.9375,2
-0.7221100875,0.211691882,-0.6265630659,-0.08394397488,-5.889569783,1.384031384,-1.074142972,34.6875,772.9375,-500.375,2
1.313976103,1.56520736,0.4318229913,0.5768163998,6.80083363,-2.08765834,-3.033735274,26.25,743.625,-554,2
-7.971717595,-9.024324246,-6.333895636,-5.630337875,-11.67671102,-4.463864411,-3.299560743,30.875,787.9375,-482.0625,2
7.983189547,10.32973781,7.286870555,6.022784058,12.58530984,7.038433888,9.786965533,13.4375,775.75,-508.125,2
-3.266410634,-5.24045437,-3.696611048,-3.151687603,-9.260028315,-2.6944493,-5.715176195,19.9375,785.9375,-490.0625,2
3.910223554,2.822086798,3.478629309,3.453644992,8.463105078,1.380672432,2.589311364,32.8125,770.625,-511.3125,2
1.332635527,2.730995321,1.062085979,1.406619579,-3.836181935,2.903430271,1.891383993,42.25,805.625,-452.875,2
-5.961924943,-5.876645479,-5.477712972,-5.702881486,-0.503038734,-6.503918374,-5.46507936,38.5,766.0625,-521.5625,2
1.880105039,2.148768903,3.132480362,3.437342047,-1.523097277,4.347576321,2.828178865,30.625,788.125,-485.5,2
2.777538779,1.519785404,1.089555126,-0.2850365986,4.617893938,0.1261272929,0.9307548768,26.375,782.3125,-495.8125,2
-2.576175415,-2.091868704,-0.4715563813,0.3082240754,-5.632224878,-0.8746472395,-0.8515588113,40.0625,799.875,-463.6875,2
-2.142757268,-1.730765336,-2.677416723,-3.847754648,2.263948431,-2.790806636,-2.855675885,63.875,771.875,-509,2
7.295902135,4.746125899,4.944356232,6.642505427,-0.492306337,5.389516615,4.291964394,45.4375,823.6875,-424.3125,2
-8.460747899,-4.836545977,-5.954415307,-5.873671798,1.439249639,-6.9528876,-5.227872883,42.375,789.1875,-487.4375,2
6.113121162,3.228531096,4.642979038,3.952499876,-1.509065027,6.503216191,5.270954229,50.1875,777.9375,-495.5625,1
-2.693165938,-0.7077695431,-1.603872603,-1.464306763,4.910570697,-4.373748883,-3.337299313,51,769.5625,-508.4375,1
-0.9692677166,-1.353759753,-1.234199908,-1.382595599,-5.138154003,1.584594528,2.20640349,47.9375,783.1875,-491,1
1.52040414,1.260308323,2.007565875,1.827762552,2.810177233,-0.9244839247,-0.8053925368,53.5625,778.0625,-497.8125,1
-1.41004184,0.1989458798,-1.749265521,-1.435452755,-0.7549195166,1.19730811,1.220714074,45.0625,773.875,-502.1875,1
1.057308174,-1.052201318,0.9798952668,0.9145754942,-0.4082323061,-1.118823094,-2.976270902,41.6875,756.8125,-524.25,1
-0.2317252734,0.1853603322,-0.3311836137,-0.5251840826,-0.3759977366,1.319498737,4.07749724,40.75,762.5625,-517.75,1
1.5272879,3.101877353,0.6600353196,2.134912211,2.781294978,-0.0216589307,-2.850497368,49.625,784.3125,-492.25,1
2.096415354,-0.3035161168,1.466333626,0.5951023964,-0.1998942587,1.937105786,2.223069603,48.9375,784.8125,-490,1
-4.779501745,-2.906650637,-3.106364388,-3.189754486,-2.304198023,-4.119352201,-3.401969424,46.375,786.0625,-490.4375,1
2.377734329,0.6735889305,1.91788158,1.646796479,0.5429750126,3.169357471,0.3604557495,49.3125,789.625,-484.5,1
-1.768783563,0.09663283983,-2.741494108,-2.347712478,-0.6293329387,-2.074758981,3.566237956,53.0625,784.875,-489.25,1
1.05973509,-0.6341846714,2.364864846,2.631495466,1.528110848,1.462918824,-3.312124575,50.25,774.8125,-501.375,1
0.994785612,1.855114002,0.8596995307,-0.4926425114,-0.8869945522,0.9114903502,3.056137935,44.125,775.1875,-501.5,1
-2.131237475,-1.682677969,-1.988211998,-1.725095712,-0.3296629309,-1.555240777,-4.105310438,39.9375,779.5625,-498.875,1
0.09411567131,-0.3724489935,0.08393285251,0.7925145257,-0.1410740548,-1.626274621,0.9989484612,43.375,778.5625,-497.8125,1
0.7283876259,0.5914312302,-0.07491501685,0.6198585012,0.3048496244,1.246866267,-1.448072932,41.8125,776.6875,-499.9375,1
-0.7014554176,0.7319573716,0.1063819687,-1.169041591,-0.1603311456,0.1165641378,4.160195408,40.1875,777,-502.6875,1
0.1269353719,-0.9024268818,-0.4827819221,0.2158646301,-0.3007633334,-0.7393215643,-3.633711205,34,779.25,-497.875,1
-0.6871905241,-0.635819691,0.1918837558,-0.027094195,0.007441109618,0.6135854467,3.955911952,31.125,778.0625,-498.8125,1
1.587916772,2.461303037,1.429120097,1.707510726,1.637900959,0.9510435688,-1.67892853,35.125,774.8125,-500.75,1
-1.095242029,-2.65069464,-1.371956961,-1.768284852,-1.597912969,0.2967578183,0.1467500162,36.125,769.8125,-507.8125,1
0.1711204699,1.731143139,1.609481435,1.797321147,1.454682828,-0.1921289521,0.1660627338,31.125,765.625,-513.5,1
-0.3547840564,-0.7891996444,-1.845353314,-1.806732526,-0.1539059545,-0.9600337021,-1.103335184,31.875,763.125,-516.875,1
-1.029841309,-0.6660621624,0.8045379838,0.7466266939,-1.558099126,1.180596984,-0.3780743617,27.6875,762.3125,-517.125,1
2.738346533,0.7945844729,0.466342372,-0.03526948785,0.5720712534,-0.8315897914,2.523093261,25,759.5625,-521.3125,1
-1.004707011,0.06049112746,0.06200899457,0.03831147016,0.4121738006,-0.3048817682,-2.101497565,30.75,757.3125,-526.1875,1
0.5361257386,0.8546358115,-0.1717894654,0.6418139735,0.1007399017,-0.3156153209,-0.681341784,33.6875,756.9375,-525.0625,1
-1.684349131,-1.279159808,-0.3496977873,-0.8942752856,-0.9356552619,-0.4162154323,0.3317015661,32,756.1875,-528.3125,0
3.349484747,1.836158982,1.167469409,-0.7858194896,0.834324025,1.294952802,-0.07196458667,39.125,764.375,-516.0625,0
-1.224144658,-1.361073682,0.4846166951,3.611312146,1.847290501,1.153506413,-4.900065559,23.75,783.25,-489,0
3.507803837,5.4352743,1.234608587,0.3612528203,0.2800343325,0.8280886529,9.605376438,2.3125,790.75,-482.625,0
-6.165634256,-7.502990168,-2.911838676,-3.665425837,-2.001365547,-2.447874407,-5.300505725,-10.625,808.375,-462.5625,0
-1.06903226,0.7714862611,-3.079501862,-0.08988903393,-1.847951204,-0.6980974037,8.01402396,28.0625,788.875,-486.125,0
4.191685833,1.679692313,6.06854961,2.812652011,4.49273416,3.282407502,-7.867671579,24.1875,777.4375,-500.25,0
-5.255028192,-1.411240849,-7.775881855,-4.659986759,-6.223968549,-4.48057957,4.755376708,58.875,780.875,-492.375,0
6.262615732,2.724411496,8.366098911,4.418339125,6.85289502,4.403528207,-4.115906274,14.4375,766.8125,-513.375,0
-5.344480338,-2.302596667,-6.871598168,-2.124641595,-5.266272987,-4.01631066,5.139252596,52.625,785.9375,-487.875,0
5.068581016,1.469737335,5.90216298,1.076791081,3.324376193,3.498734241,-7.601702024,30.1875,778.5625,-501.6875,0
