F3,F4,C3,Cz,C4,P3,P4,accX,accY,accZ,label
-1.129010353,0.5629855884,-2.018391151,-1.056517507,0.4857235735,0.1061993944,-1.115451043,25.5625,782.6875,-494.625,1
1.279678785,0.07564111941,3.155697112,2.602669015,1.522733,1.369109789,-0.1664376357,20.875,786.5625,-490.5625,1
-0.2243414679,-1.759287231,-1.345015873,-2.323146148,-2.942180307,-0.7398371244,0.1585796806,22.0625,790.25,-487.3125,1
-1.050925591,1.399606938,-0.6030379092,1.061723691,2.443869201,0.498940993,-0.2616882883,21.875,789.0625,-489.3125,1
1.724312004,0.04986013497,2.016275284,0.5023873915,-0.2433095766,0.2946654374,-0.4682554657,21.3125,787.875,-487.5,1
-2.488830809,-0.6124271315,-2.848712511,-0.7413634895,-0.580602952,-1.449850835,4.566378593,25.875,794.25,-482.4375,1
3.682104021,1.82725041,1.748040368,1.030124666,0.6973143968,1.278350861,-4.447509741,23.1875,796.25,-482.875,1
-1.964173414,-3.152747674,0.06473386493,-1.221501425,-0.6473807925,0.9717278373,0.3543868871,25.4375,801.9375,-470.5,1
-1.659625432,0.7001029316,-2.778228377,-0.8011005001,-0.8620861143,-0.8826450693,3.903729453,21.3125,794.875,-480.375,1
3.255664211,2.012312778,3.161463091,2.899072682,1.451723872,-2.134839901,-6.33670982,27.5625,797.3125,-476.5,2
0.2794776669,3.367328628,1.811895254,0.3720315652,2.249292528,3.970941144,4.951144004,24.125,799.8125,-472.3125,2
-2.463133958,-7.207833908,-3.825420711,-1.640417142,-4.078951422,-2.41293843,-3.38520013,15.9375,805.625,-464.8125,2
1.81756874,5.17834794,1.90336332,-0.1140268131,1.735477145,0.6904736778,3.132349026,12.5,794.8125,-480.8125,2
-1.525386032,-3.05778347,-0.1027346317,0.1921508892,0.8052799104,-0.5471922587,-2.797331542,14.75,800.6875,-471.875,2
0.5779524176,2.962554262,1.124346099,0.1736317253,-0.1314063762,2.299823843,3.400430869,14.375,801.75,-470.25,2
-3.56562174,-7.302346905,-4.631137596,-3.434290802,-4.790174414,-3.849426245,-3.987943088,17.625,806.5,-461.4375,2
6.903467143,7.936622637,6.384239423,6.176192025,6.879031504,4.35222931,4.287748342,17.875,804,-466.875,2
-3.211521567,-2.853580982,-3.073858133,-3.350783758,-3.472800037,-2.913714048,-3.907521215,14.625,795.3125,-480.0625,2
0.6181806563,0.7586483989,0.3387643921,-0.2324150865,1.099399087,0.6043638383,-0.5741446376,13.8125,791.25,-486.5625,2
2.282941724,2.218797651,1.5721038,2.353273232,0.008869110944,0.7738731633,5.331716396,11,800.25,-472.5625,2
-2.929777378,-1.299127322,-2.190395798,-1.580544914,0.7235902192,-0.01182081403,-4.565597291,16.875,782.125,-495.6875,2
-0.2812644859,-2.17529266,-0.05123322532,-0.7140561777,-2.138323135,-1.484871017,-0.9742048466,21.625,786.8125,-489.6875,2
1.003310568,3.131907239,0.9065871015,1.643453905,3.776021761,0.875087713,4.742912078,18.9375,786.0625,-493.375,1
-5.482770556,-7.735668338,-4.877732575,-5.843013239,-9.053876747,-4.314819936,-8.559250437,22.0625,795.4375,-481.125,1
6.681494141,8.400477349,6.497128394,6.973355594,9.032811574,5.430499065,9.609228444,28.5625,794.25,-480.625,1
-1.098516746,-2.596622409,-1.502206505,-1.914328684,-2.107407295,-0.7946679164,-4.992801915,22.25,784.125,-493.6875,1
-0.552188113,0.100418993,-0.7898187528,0.03755996606,-0.7297080876,-0.06274174358,3.03186699,25.9375,785.75,-492.125,1
-3.655496203,-3.487697281,-1.840868179,-3.210571168,-2.07625173,-2.515764474,-4.763434716,21.9375,791.9375,-483.6875,1
3.940144056,3.950709032,3.064770562,4.595854202,3.099045579,3.026163783,3.654188422,25.1875,794.1875,-481.5,1
-0.178540208,-1.572480902,-1.155829518,-2.215381492,-1.086709118,-1.390171683,1.385340076,30.375,790.3125,-485.9375,1
-1.898664648,0.4767857127,-0.600786746,-0.7440983127,-0.9167774885,-0.2824911385,-3.251268138,27.9375,788.5625,-489.5,1
2.708762875,1.022508784,0.5218665053,1.646321143,1.475776225,0.7784586766,1.464955693,23.4375,789.0625,-487.0625,1
-1.156502262,-0.7124550046,-0.5320628559,-1.013715437,-0.5704532094,0.1636200147,1.132881033,24.6875,794.125,-481.875,1
0.2183586426,0.6937522917,1.955096907,1.533546253,1.709649187,0.3824847417,0.1582231178,32.5625,796.6875,-476.5,1
0.7807086979,-1.176618818,-0.5712993564,-1.397344813,-2.073544288,-1.731144628,-0.3301949763,31.75,795.625,-480.5625,1
-2.034099581,-0.1830690696,-0.8737109313,0.5205122175,0.8038116288,1.219762571,-2.078027305,32.375,798.5625,-474.25,1
0.5818852831,1.959115831,-1.185960898,-0.996520391,-1.307738797,-0.8155269723,-0.5391504718,31.25,799,-474.1875,1
1.231739934,-0.5767812679,3.705902627,3.038992611,3.218019872,3.157757698,5.537912238,36.1875,795.75,-477.75,0
-1.852941641,-2.71174111,-4.073774823,-4.094655711,-3.927412099,-5.568064299,-6.654836764,35.9375,790.1875,-486.9375,0
1.369083946,2.412865207,1.803520733,1.48409486,1.928054188,4.514395146,1.045977243,32.5625,793.0625,-481.3125,0
1.002255764,0.1988099823,0.7384345251,0.6675393966,0.5891490021,-2.140982139,4.539271835,41.9375,793.5625,-480.3125,0
-3.508820338,-1.700023907,-2.211960166,-0.4593941509,-1.315544264,0.6336409943,-4.273941443,33,791.5625,-482.75,0
1.815581471,0.8020321946,1.447643574,-0.149645122,0.5168190994,-1.404915045,0.2623024836,41.125,785.125,-489.3125,0
3.825788462,2.370780307,0.8341826749,0.7824787465,0.6671168135,1.92265768,1.086822965,36.5,779.9375,-496.75,0
-2.167480991,-1.0471848,0.8411244155,1.061526236,0.3758558448,-0.4100275142,1.897510005,47.0625,787.1875,-486.9375,0
-0.8137879606,-1.272020176,-1.689690118,-1.595954523,-0.8552319591,-0.2819455798,-3.802658723,37.875,791.1875,-484.0625,0
-0.7093885426,0.7257120162,-0.1817325329,-0.8815966218,-0.8183447656,0.4068059047,-0.1263603926,32.8125,783.5625,-491.4375,0
0.5854827701,-0.1396617945,0.9475181521,2.213222095,1.228035169,0.5483229471,3.415672813,38.875,781.25,-494,0
-1.426618298,-0.1983451258,-2.31665787,-2.297002498,-1.673602103,-2.223872796,0.1442858347,55.5625,788.875,-483.75,0
2.373056228,0.809609837,3.374328268,3.149803421,2.058363261,3.56222367,2.248924897,41.625,788.9375,-487.625,0
-3.237179463,-3.128935079,-3.664580859,-5.039123105,-2.321706885,-4.517583992,-6.287250315,55.125,780.6875,-493.6875,0
0.9471269448,0.5330677643,1.792103309,3.147618584,1.156602358,2.180606138,2.482934498,52.375,785.5,-489.25,0
4.147108498,5.568762542,2.250533577,2.702421111,2.897604517,1.982666123,1.535965064,64.75,795.875,-474.625,0
-4.104432574,-4.965729041,-4.205950791,-3.877006394,-3.37081448,-3.900627821,-4.050585671,35.0625,791.1875,-483.125,0
1.667017655,1.75466541,2.853543585,1.744983879,1.412504523,3.310587029,0.9824988321,32.4375,785.8125,-491.4375,0
0.2067548579,-0.5737954468,-0.7983864219,-0.5269716255,-0.02808575981,-1.995603965,-0.07524848902,36.0625,787.875,-488.9375,0
