timestamp,label,F3,F4,C3,Cz,C4,P3,P4,accX,accY,accZ
0.0,N,8840.93251875123,8901.215575896467,8031.820092580112,7568.519630474394,7798.356917468585,8839.839831916082,6604.397614445735,18.4375,808.8125,-459.5625
1.0,N,-839.2820687938286,-857.5820283921207,-672.1060448755583,-635.0454402414902,-651.8559491420316,-837.5351820809732,-552.4447906669916,16.0,809.625,-456.6875
2.0,N,-562.3543827543508,-568.6960043262544,-496.9543398894267,-464.72841049048344,-482.4058034204192,-564.2880801808183,-405.34887350863016,14.1875,811.625,-455.25
3.0,N,100.66307374292883,103.22295241147603,86.14175543557407,77.13184293640613,82.49297457736006,102.41543710144275,65.23983284991789,16.9375,811.625,-452.875
4.0,N,3.0970982711573822,2.280203230234384,0.8310611874992492,3.317542598542581,2.6615474010179176,2.1235730875401644,3.294120984624811,14.4375,806.625,-462.625
5.0,N,-2.42273952081312,-0.9577539127358456,0.030344400823612432,-0.7278993332113561,-1.0905835069237535,-0.5824165303024976,1.2160162774499164,12.875,808.0625,-459.0
6.0,N,-0.007042636578021188,0.4225683432232049,-1.4169967682038431,-0.9806796215220102,-0.857934161239491,-0.41520796288429845,0.9823242782733614,11.625,808.875,-460.3125
7.0,N,1.2884259266862754,-0.10864100743883773,2.616991717766014,1.1698255943339404,1.7014949752700623,0.9567532727112152,-2.985723973405305,12.4375,810.4375,-455.375
8.0,N,-1.571950608955495,-1.0293895800724515,-2.133200959286378,-0.7477599462942977,-2.034983570368029,-2.1272776160128113,-0.7034570762808384,15.9375,812.0,-452.5625
9.0,N,4.316183279497066,3.404462804820256,1.5377659886356219,1.18484942172995,2.0696145449158343,2.208007780427596,1.0812685571352585,16.5625,813.1875,-450.875
10.0,R,-2.8442369792873587,-1.841944973402157,-0.4470626706183135,-1.3899906066673413,0.20262658807912112,-1.627455438885046,1.5133153712750043,16.625,808.625,-457.875
11.0,R,-2.9255539220380373,-2.4804612889904902,-3.2568704353770745,-2.421372741221982,-5.6982669500124565,-0.31669915269369553,-5.608463279740971,16.25,809.0625,-460.3125
